model	objective	reaction	status	value
iUma22.xml	obj	R_PPAn	optimal	0.169108
iUma22.xml	obj	R_PPBNGS_1	optimal	0.169108
iUma22.xml	obj	R_PPCDC	optimal	0.169108
iUma22.xml	obj	R_PPCKm	optimal	0.169108
iUma22.xml	obj	R_PPCOACm	optimal	0.169108
iUma22.xml	obj	R_PPNCL2	optimal	0.169108
iUma22.xml	obj	R_PPNDH	optimal	0.0
iUma22.xml	obj	R_PPS	optimal	0.169108
iUma22.xml	obj	R_PRAGSr	optimal	0.169108
iUma22.xml	obj	R_PRAICh	optimal	0.169108
iUma22.xml	obj	R_PRAIi	optimal	0.0
iUma22.xml	obj	R_PRAMPC	optimal	0.0
iUma22.xml	obj	R_PRASCSi	optimal	0.169108
iUma22.xml	obj	R_PRATPP	optimal	0.0
iUma22.xml	obj	R_PRDPARh	optimal	0.169108
iUma22.xml	obj	R_PRDXl	optimal	0.139904
iUma22.xml	obj	R_PREPHENATEDEHYDROG__45__RXN	optimal	0.169108
iUma22.xml	obj	R_PREPHENATE__45__DEHYDROGENASE__45__NADP__43____45__RXN	optimal	0.169108
iUma22.xml	obj	R_PRFGCLh	optimal	0.169108
iUma22.xml	obj	R_PRFGSh	optimal	0.169108
iUma22.xml	obj	R_PRMICI	optimal	0.0
iUma22.xml	obj	R_PROLINE__45__MULTI	optimal	0.169108
iUma22.xml	obj	R_PRPPS	optimal	0.0
iUma22.xml	obj	R_PSD160	optimal	0.0
iUma22.xml	obj	R_PSERT	optimal	0.169108
iUma22.xml	obj	R_PSEUDOINOSTDEG	optimal	0.169108
iUma22.xml	obj	R_PSPPS	optimal	0.169108
iUma22.xml	obj	R_PSP_Lpp	optimal	0.169108
iUma22.xml	obj	R_PSSA160	optimal	0.0
iUma22.xml	obj	R_PTE2x	optimal	0.169108
iUma22.xml	obj	R_PTE8x	optimal	0.169108
iUma22.xml	obj	R_PTPATim	optimal	0.169108
iUma22.xml	obj	R_PUNP1m	optimal	0.169108
iUma22.xml	obj	R_PUNP2	optimal	0.169108
iUma22.xml	obj	R_PUNP3m	optimal	0.169108
iUma22.xml	obj	R_PUNP4	optimal	0.169108
iUma22.xml	obj	R_PUNP5	optimal	0.169108
iUma22.xml	obj	R_PUNP6	optimal	0.169108
iUma22.xml	obj	R_PUNP7	optimal	0.169108
iUma22.xml	obj	R_PUTA3	optimal	0.169108
iUma22.xml	obj	R_PYDXK	optimal	0.169108
iUma22.xml	obj	R_PYDXtex	optimal	0.169108
iUma22.xml	obj	R_PYK	optimal	0.169108
iUma22.xml	obj	R_PYK3	optimal	0.169108
iUma22.xml	obj	R_PYRDC_1	optimal	0.169108
iUma22.xml	obj	R_PYRROLINECARBREDUCT__45__RXN__45__PRO306	optimal	0.169108
iUma22.xml	obj	R_PYRROLINECARBREDUCT__45__RXN__45__PRO307	optimal	0.169108
iUma22.xml	obj	R_PYRUFLAVREDUCT__45__RXN	optimal	0.169108
iUma22.xml	obj	R_PYRUVATE__45__CARBOXYLASE__45__RXN2	optimal	0.169108
iUma22.xml	obj	R_Pseudo__58__ARANATEDEHYDRO	optimal	0.169108
iUma22.xml	obj	R_Putative_Aconitate_Delta_Isomerase	optimal	0.169108
iUma22.xml	obj	R_Putative_Itaconate_Transporter	optimal	0.169108
iUma22.xml	obj	R_Putative_Trans_Aconitate_Decarboxylase	optimal	0.169108
iUma22.xml	obj	R_QUILSYN	optimal	0.169108
iUma22.xml	obj	R_QUINDH	optimal	0.169108
iUma22.xml	obj	R_R03184	optimal	0.169108
iUma22.xml	obj	R_R222__45__RXN	optimal	0.169108
iUma22.xml	obj	R_R23__45__RXN	optimal	0.169108
iUma22.xml	obj	R_R265__45__RXN	optimal	0.169108
iUma22.xml	obj	R_RADH	optimal	0.169108
iUma22.xml	obj	R_RBFKm	optimal	0.169108
iUma22.xml	obj	R_RBFSa	optimal	0.169108
iUma22.xml	obj	R_RBK	optimal	0.169108
iUma22.xml	obj	R_RBK_D	optimal	0.169108
iUma22.xml	obj	R_RBTDG	optimal	0.169108
iUma22.xml	obj	R_RIBFS	optimal	0.169108
iUma22.xml	obj	R_RMN1PALD	optimal	0.169108
iUma22.xml	obj	R_RMNTrans	optimal	0.169108
iUma22.xml	obj	R_RNDR1n	optimal	0.169108
iUma22.xml	obj	R_RNDR2n	optimal	0.169108
iUma22.xml	obj	R_RNDR3n	optimal	0.169108
iUma22.xml	obj	R_RNDR4n	optimal	0.169108
iUma22.xml	obj	R_RPE	optimal	0.169108
iUma22.xml	obj	R_RPI	optimal	0.0
iUma22.xml	obj	R_RXN0__45__2042	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__3281	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__3501	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__4401	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__5182	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__5222	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__5305	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__6359	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__6369	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__6373	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__6377__45__AMMONIUM326	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__6491	optimal	0.0
iUma22.xml	obj	R_RXN0__45__6510	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__6705	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__723	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__724	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__745	optimal	0.169108
iUma22.xml	obj	R_RXN0__45__746	optimal	0.169108
iUma22.xml	obj	R_RXN3DJ__45__11230	optimal	0.169108
iUma22.xml	obj	R_RXN3O__45__102	optimal	0.169108
iUma22.xml	obj	R_RXN3O__45__130	optimal	0.169108
iUma22.xml	obj	R_RXN3O__45__1983	optimal	0.0
iUma22.xml	obj	R_RXN3O__45__218	optimal	0.0
iUma22.xml	obj	R_RXN3O__45__227	optimal	0.0
iUma22.xml	obj	R_RXN3O__45__4157	optimal	0.169108
iUma22.xml	obj	R_RXN3O__45__54	optimal	0.169108
iUma22.xml	obj	R_RXN3O__45__75	optimal	0.169108
iUma22.xml	obj	R_RXN3O__45__9780	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__10	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__11	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__12	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__13	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__14	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__15__45__CPD__45__86101276	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__15__45__CPD__45__86101277	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__16__45__CPD__45__86111271	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__16__45__CPD__45__86111272	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__17__45__CPD__45__86121269	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__17__45__CPD__45__86121270	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__18__45__CPD__45__86131267	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__18__45__CPD__45__86131268	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__19	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__20__45__CPD__45__41841262	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__20__45__CPD__45__41841263	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__21__45__CPD__45__86171259	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__21__45__CPD__45__86171260	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__22__45__CPD__45__86181257	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__22__45__CPD__45__86181258	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__23__45__CPD__45__86191255	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__23__45__CPD__45__86191256	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__24	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__26__45__5__45__ALPHA__45__CHOLESTA__45__724__45__DIEN__45__3__45__BETA__45__OL1396	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__26__45__5__45__ALPHA__45__CHOLESTA__45__724__45__DIEN__45__3__45__BETA__45__OL1397	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__281__45__SQUALENE614	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__303	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__304	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__305	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__306	optimal	0.0
iUma22.xml	obj	R_RXN66__45__310__45__44__45__DIMETHYL__45__824__45__CHOLESTADIENOL1385	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__310__45__44__45__DIMETHYL__45__824__45__CHOLESTADIENOL1386	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__311__45__CPD__45__45751383	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__311__45__CPD__45__45751384	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__312__45__CPD__45__45761381	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__312__45__CPD__45__45761382	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__313__45__CPD__45__45771378	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__313__45__CPD__45__45771379	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__315__45__4__45__METHYL__45__824__45__CHOLESTADIENOL1375	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__315__45__4__45__METHYL__45__824__45__CHOLESTADIENOL1376	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__316__45__CPD__45__45791372	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__316__45__CPD__45__45791373	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__317__45__CPD__45__45801370	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__317__45__CPD__45__45801371	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__318__45__CPD__45__47021368	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__318__45__CPD__45__47021369	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__319	optimal	0.0
iUma22.xml	obj	R_RXN66__45__479	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__484	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__CPD__45__10261568	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__CPD__45__12777564	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__CPD__45__14275569	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__CPD__45__650561	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C10__45__H20566	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C12__45__H24567	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C2__45__H4562	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C4__45__H8563	optimal	0.169108
iUma22.xml	obj	R_RXN66__45__485__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16565	optimal	0.169108
iUma22.xml	obj	R_RXNMETA__45__12671	optimal	0.169108
iUma22.xml	obj	R_RXNMETA__45__12672	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10034	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10057	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10058	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10695	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10696	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10697	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10698	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10699	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10700	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10702	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10703	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10704	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10705	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10706	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10707	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10773	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10855__45__CPD__45__7682822	optimal	0.169108
iUma22.xml	obj	R_RXN__45__10981	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11026__45__BUTYRYL__45__COA83	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11026__45__CPD__45__1026780	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11026__45__CPD__45__996575	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11026__45__HEXANOYL__45__COA82	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11026__45__LAUROYLCOA__45__CPD79	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11026__45__PALMITYL__45__COA77	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11026__45__STEAROYL__45__COA76	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11026__45__TETRADECANOYL__45__COA78	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11109	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11151	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11152	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11153	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11210	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11213	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11244	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11355	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11373	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11374	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11382	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11453	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11501	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11502	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11619	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11717	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11746	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11797	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11811	optimal	0.169108
iUma22.xml	obj	R_RXN__45__11825	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12055	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12078	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12079	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12080	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12081	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12082	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12086	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12124	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12128	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12165	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12243	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12244	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12440	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12445__45__CPD__45__316713	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12460	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12481	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12541	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12588	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12669	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12794	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12797	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12861	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12862	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12959	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12978	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12994__45__CPD__45__14422130	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12994__45__CPD__45__14422131	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12997	optimal	0.169108
iUma22.xml	obj	R_RXN__45__12998	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13001	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13158	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13162__45__FARNESYL__45__PP616	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13162__45__FARNESYL__45__PP617	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13163	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13178	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13188__45__44__45__DIMETHYL__45__5ALPHA__45__CHOLEST__45__7__45__EN__45__3BET421	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13188__45__44__45__DIMETHYL__45__5ALPHA__45__CHOLEST__45__7__45__EN__45__3BET422	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13290	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13294	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13295	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13296	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13297	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13298	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13299	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13300	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13301	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13302	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13303	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13304	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13305	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13306	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13307	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13308	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13420	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13421	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13422	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13441	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13442	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13443__45__CPD__45__14423134	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13443__45__CPD__45__14423135	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13444	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13445	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13446	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13456	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13707	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13709__45__4__45__METHYL__45__824__45__CHOLESTADIENOL433	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13709__45__4__45__METHYL__45__824__45__CHOLESTADIENOL434	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13710__45__CPD__45__4184438	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13710__45__CPD__45__4184439	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13711__45__CPD__45__8610443	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13711__45__CPD__45__8610444	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13712__45__44__45__DIMETHYL__45__824__45__CHOLESTADIENOL426	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13712__45__44__45__DIMETHYL__45__824__45__CHOLESTADIENOL427	optimal	0.169108
iUma22.xml	obj	R_RXN__45__1381__45__PALMITYL__45__COA395	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13854	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13872	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13873	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13926__45__CPD__45__4577497	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13926__45__CPD__45__4577498	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13926__45__CPD__45__4702495	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13926__45__CPD__45__4702496	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13926__45__CPD__45__8619499	optimal	0.169108
iUma22.xml	obj	R_RXN__45__13926__45__CPD__45__8619500	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14048	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14065	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14130	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14175	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14193	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14229	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14261__45__GLC449	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14262	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14278	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14282	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14283	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14291	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14292	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14293	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14294	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14295	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14296	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14297	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14298	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14326	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14349__45__ALPHA__45__MALTOSE220	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14500	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14501	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14503	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14515	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14575	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14576	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14577	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14693	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14728	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14772	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14773	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14774	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14775	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14776	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14777	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14778	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14779	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14786	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14787	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14788	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14789	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14790	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14791	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14792	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14793	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14794	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14797	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14798	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14799	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14800	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14801	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14802	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14803	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14804	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14808	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14811	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14882	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14899__45__1__45__2__45__DIPALMITOYLPHOSPHATIDYLCHOLINE924	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14903	optimal	0.169108
iUma22.xml	obj	R_RXN__45__14904	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15036	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15043	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15044	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15045	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15046	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15066	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15067	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15068	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15121	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15122	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15123	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15124	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15127	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15130	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15131	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15211	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15212	optimal	0.169108
iUma22.xml	obj	R_RXN__45__15276	optimal	0.169108
iUma22.xml	obj	R_RXN__45__1603	optimal	0.169108
iUma22.xml	obj	R_RXN__45__1623__45__PALMITYL__45__COA457	optimal	0.169108
iUma22.xml	obj	R_RXN__45__2141	optimal	0.169108
iUma22.xml	obj	R_RXN__45__22	optimal	0.169108
iUma22.xml	obj	R_RXN__45__2881	optimal	0.169108
iUma22.xml	obj	R_RXN__45__2961	optimal	0.169108
iUma22.xml	obj	R_RXN__45__2962__45__S__45__HYDROXYMETHYLGLUTATHIONE664	optimal	0.169108
iUma22.xml	obj	R_RXN__45__2962__45__S__45__HYDROXYMETHYLGLUTATHIONE665	optimal	0.169108
iUma22.xml	obj	R_RXN__45__34	optimal	0.169108
iUma22.xml	obj	R_RXN__45__3443	optimal	0.169108
iUma22.xml	obj	R_RXN__45__3521	optimal	0.169108
iUma22.xml	obj	R_RXN__45__3523	optimal	0.169108
iUma22.xml	obj	R_RXN__45__4209	optimal	0.169108
iUma22.xml	obj	R_RXN__45__4210	optimal	0.169108
iUma22.xml	obj	R_RXN__45__4221	optimal	0.169108
iUma22.xml	obj	R_RXN__45__4222	optimal	0.169108
iUma22.xml	obj	R_RXN__45__4224	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5061	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5462	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5463	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5464	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5466	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5467	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5468	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5469	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5470	optimal	0.169108
iUma22.xml	obj	R_RXN__45__5471	optimal	0.169108
